product_id,product_name,description,price,stock_quantity,category
685e2ba4fc13ae2323fa1482,Frozen Cauliflower Rice,Convenient and low-carb alternative to traditional rice.,2.99,450,Food 
685e2ba4fc13ae2323fa1483,Instant Mashed Potatoes,Quick and easy side dish with buttery flavor.,1.79,30,Food 
685e2ba4fc13ae2323fa1484,Wireless Charger,Qi-certified wireless charger for fast charging.,24.99,420,Accessories
685e2ba4fc13ae2323fa1485,Reusable Snack Bags,Eco-friendly reusable bags for snacks.,14.99,346,Kitchen
685e2ba4fc13ae2323fa1486,Glass Tea Pot,Elegant glass teapot for brewing loose tea.,34.99,383,Kitchen
685e2ba4fc13ae2323fa1487,Rustic Wooden Picture Frame,Charming frame to showcase your favorite photos.,19.99,252,Home
685e2ba4fc13ae2323fa1488,Smart Home Security Camera,Wi-Fi camera with motion detection for home security.,79.99,491,Smart Home
685e2ba4fc13ae2323fa1489,Customizable Photo Calendar,Personalized calendar with your favorite photos.,19.99,309,Books
685e2ba4fc13ae2323fa148a,Tea Infuser,Silicone tea infuser for brewing loose leaf tea.,12.99,76,Kitchen
685e2ba4fc13ae2323fa148b,Tactical Backpack,Durable and versatile backpack for outdoor and travel use.,59.99,135,Outdoor
685e2ba4fc13ae2323fa148c,Camping Chair,Portable folding camping chair with cup holder.,29.99,407,Outdoor
685e2ba4fc13ae2323fa148d,Canned Black Beans,"Delicious and hearty black beans, great for soups or salads.",1.29,390,Food 
685e2ba4fc13ae2323fa148e,Maple Breakfast Sausage,Savory sausage links with a hint of maple flavor.,5.99,55,Food 
685e2ba4fc13ae2323fa148f,Woven Storage Baskets,Stylish baskets for organizing various items in your home.,24.99,335,Home
685e2ba4fc13ae2323fa1490,Garlic & Herb Goat Cheese,"Creamy goat cheese infused with herbs and garlic, perfect for spreading on crackers.",5.49,133,Food 
685e2ba4fc13ae2323fa1491,Margherita Pizza,"A frozen pizza topped with fresh mozzarella, tomatoes, and basil.",7.99,406,Food 
685e2ba4fc13ae2323fa1492,Cat Scratching Post with Toys,Multi-level scratching post to keep your cat entertained.,44.99,4,Pets
685e2ba4fc13ae2323fa1493,Teriyaki Beef Strips,Marinated beef strips in teriyaki sauce for easy grilling.,7.49,333,Food 
685e2ba4fc13ae2323fa1494,Electric Kettle,Rapid boil electric kettle with temperature control.,39.99,104,Kitchen
685e2ba4fc13ae2323fa1495,Travel Yoga Mat,Lightweight yoga mat for practicing on the go.,34.99,173,Fitness
685e2ba4fc13ae2323fa1496,Whole Grain Hamburger Buns,Soft hamburger buns made with whole grains.,2.69,177,Food 
685e2ba4fc13ae2323fa1497,BBQ Sauce,"A smoky barbecue sauce, ideal for grilling and dipping.",3.49,187,Food 
685e2ba4fc13ae2323fa1498,Pet Hair Removal Roller,Lint roller designed specifically for removing pet hair from furniture.,10.99,385,Pets
685e2ba4fc13ae2323fa1499,Ergonomic Gaming Chair,Comfortable gaming chair for long hours of play.,199.99,494,Gaming
685e2ba4fc13ae2323fa149a,Roasted Garlic Pasta Sauce,A flavorful pasta sauce made with roasted garlic.,4.99,86,Food 
685e2ba4fc13ae2323fa149b,Raspberry Limeade,Sweet and tangy raspberry lime beverage,1.99,152,Food 
685e2ba4fc13ae2323fa149c,Non-Stick Baking Sheets,Set of baking sheets for effortless baking.,29.99,224,Kitchen
685e2ba4fc13ae2323fa149d,Hot Salsa,Spicy salsa made with fresh ingredients.,2.29,210,Food 
685e2ba4fc13ae2323fa149e,Body Pillow Case,Soft and breathable pillowcase for body pillows.,14.99,434,Home
685e2ba4fc13ae2323fa149f,Instant Camera,Retro instant camera for capturing and printing photos instantly.,89.99,94,Photography
685e2ba4fc13ae2323fa14a0,Spicy Thai Noodles,Instant noodles with a spicy Thai sauce for quick meals.,1.99,38,Food 
685e2ba4fc13ae2323fa14a1,Pet Bed with Removable Cover,Comfy pet bed with washable cover for easy cleaning.,49.99,76,Pets
685e2ba4fc13ae2323fa14a2,Adjustable Skipping Rope,Durable skipping rope with adjustable length for workouts.,12.99,204,Fitness
685e2ba4fc13ae2323fa14a3,Puzzle 3D Model Kit,3D model puzzle kit for creative builders.,22.99,0,Toys
685e2ba4fc13ae2323fa14a4,Portable Dog Water Bottle,Convenient water bottle for pets on the go.,18.99,8,Pets
685e2ba4fc13ae2323fa14a5,Cotton Quilted Throw Blanket,Cozy throw blanket perfect for adding warmth to your home.,39.99,377,Home
685e2ba4fc13ae2323fa14a6,Glass Water Bottle,Borosilicate glass water bottle with silicone sleeve.,25.99,54,Fitness
685e2ba4fc13ae2323fa14a7,Sustainable Wooden Toys,Eco-friendly toys for learning and imaginative play.,29.99,170,Toys
685e2ba4fc13ae2323fa14a8,Mango Chutney,Sweet and tangy mango chutney for a flavorful dip.,3.99,197,Food 
685e2ba4fc13ae2323fa14a9,Spicy Chicken Wings,"Wide range of flavored wings, perfect for parties or casual snacking.",9.99,229,Food 
685e2ba4fc13ae2323fa14aa,Men's Waterproof Hiking Boots,Durable boots designed for outdoor hiking and activities.,89.99,110,Footwear
685e2ba4fc13ae2323fa14ab,Pineapple Salsa,Fresh salsa made with pineapple and spices,4.29,137,Food 
685e2ba4fc13ae2323fa14ac,Sporty Cap,Stylish cap to complete your athletic look.,15.99,471,Clothing 
685e2ba4fc13ae2323fa14ad,Adjustable Pet Grooming Table,Professional grooming table with adjustable height.,109.99,95,Pets
685e2ba4fc13ae2323fa14ae,Wine Glasses,Set of elegant wine glasses for special occasions.,29.99,382,Home
685e2ba4fc13ae2323fa14af,Honey,"Pure and natural honey, great for sweetening.",5.49,51,Food 
685e2ba4fc13ae2323fa14b0,Memory Foam Pillow,Ergonomic memory foam pillow for better sleep.,39.99,53,Home
685e2ba4fc13ae2323fa14b1,Apricot Jam,Sweet and tangy jam made from natural apricots.,4.29,57,Food 
685e2ba4fc13ae2323fa14b2,Lemon Basil Pasta Sauce,A tangy sauce that combines lemon zest and basil for a refreshing flavor.,4.99,291,Food 
685e2ba4fc13ae2323fa14b3,Fitness Tracker Watch,Water-resistant activity tracker and smartwatch features.,79.99,288,Wearable Tech
685e2ba4fc13ae2323fa14b4,Honey Garlic Shrimp,"Shrimp marinated in a honey garlic sauce, ready to cook.",8.49,157,Food 
685e2ba4fc13ae2323fa14b5,Quinoa Salad,"A nutritious quinoa salad with veggies and dressing, ready-to-eat.",5.99,238,Food 
685e2ba4fc13ae2323fa14b6,Wooden Children's Play Kitchen,Interactive kitchen set for imaginative play.,129.99,403,Toys
685e2ba4fc13ae2323fa14b7,Bluetooth Car Adapter,Connect your phone to the car's audio system via Bluetooth.,24.99,241,Automotive
685e2ba4fc13ae2323fa14b8,Tuscan Bean Soup,A hearty mix of beans in a flavorful tomato broth.,2.49,204,Food 
685e2ba4fc13ae2323fa14b9,Bluetooth Sleep Headphones,Comfortable wireless headphones designed for sleeping.,29.99,161,Audio
685e2ba4fc13ae2323fa14ba,Honey Roasted Chickpeas,Crispy chickpeas roasted with honey for a sweet and satisfying snack.,3.29,234,Food 
685e2ba4fc13ae2323fa14bb,Vanilla Bean Greek Yogurt,Smooth Greek yogurt infused with vanilla bean flavor.,1.99,486,Food 
685e2ba4fc13ae2323fa14bc,Smart Thermostat with Wi-Fi,Wi-Fi enabled thermostat that learns your habits.,169.99,103,Smart Home
685e2ba4fc13ae2323fa14bd,Brown Sugar,"Raw brown sugar, perfect for baking or sweetening drinks.",1.79,329,Food 
685e2ba4fc13ae2323fa14be,Frozen Burritos,Easy-to-heat frozen burritos for a quick meal.,8.99,213,Food 
685e2ba4fc13ae2323fa14bf,Pine Nuts,Nutty flavor perfect for pesto and salads.,7.99,377,Food 
685e2ba4fc13ae2323fa14c0,Electric Toothbrush Holder,Sanitary holder that ensures your toothbrush stays clean.,14.99,453,Health
685e2ba4fc13ae2323fa14c1,Plant-Based Meal Prep Containers,Eco-friendly meal prep containers for healthy eating.,18.99,281,Kitchen
685e2ba4fc13ae2323fa14c2,Organic Green Apples,"Fresh and tart organic green apples, great for snacking or baking.",1.49,237,Food 
685e2ba4fc13ae2323fa14c3,Fashionable Fanny Pack,"A trendy fanny pack, perfect for hands-free outings.",24.99,210,Clothing 
685e2ba4fc13ae2323fa14c4,Magnetic Curtain Tiebacks,Easy-to-use tiebacks for curtains or drapes.,12.99,130,Home
685e2ba4fc13ae2323fa14c5,Camping Tent,Spacious 2-person camping tent with waterproof cover.,79.99,265,Outdoor
685e2ba4fc13ae2323fa14c6,Inflatable Paddle Board,Lightweight and portable paddle board for water sports.,349.99,227,Outdoor
685e2ba4fc13ae2323fa14c7,Falafel Mix,Easy-to-make falafel mix for a tasty vegetarian meal.,2.79,114,Food 
685e2ba4fc13ae2323fa14c8,Fashionable Belt Bag,Trendy belt bag for hands-free carrying.,34.99,147,Accessories
685e2ba4fc13ae2323fa14c9,Bike Repair Tool Kit,Essential tools for bike maintenance and repair.,29.99,49,Outdoor
685e2ba4fc13ae2323fa14ca,Mini Hand Gesture Drone,Toy drone that flies with gestures and is easy to control.,29.99,389,Toys
685e2ba4fc13ae2323fa14cb,Gardening Gloves with Claws,Durable gloves with built-in claws for digging and planting.,24.99,300,Garden
685e2ba4fc13ae2323fa14cc,Mint Chocolate Chip Ice Cream,Creamy ice cream with refreshing mint flavor and chocolate chips.,4.99,499,Food 
685e2ba4fc13ae2323fa14cd,Compost Bin,Countertop compost bin for kitchen waste.,29.99,294,Garden
685e2ba4fc13ae2323fa14ce,Digital Wireless Camera,Secure digital wireless security camera system.,199.99,125,Home Security
685e2ba4fc13ae2323fa14cf,Steak Seasoning Rub,A blend of spices perfect for seasoning steak.,2.49,23,Food 
685e2ba4fc13ae2323fa14d0,Spicy Italian Sausage,"Savory sausage with a blend of spices, perfect for pasta dishes.",4.99,232,Food 
685e2ba4fc13ae2323fa14d1,Pet Water Fountain with Filtration,"Continuous stream of fresh water for pets, promoting hydration.",39.99,278,Pets
685e2ba4fc13ae2323fa14d2,LED Table Lamp,Modern LED table lamp with touch control.,29.99,101,Home
685e2ba4fc13ae2323fa14d3,Cranberry Almond Cookies,Delicious cookies with cranberries and almonds in every bite.,4.29,227,Food 
685e2ba4fc13ae2323fa14d4,Beef Stew Meat,Tender beef chunks for slow-cooked stews.,5.99,363,Food 
685e2ba4fc13ae2323fa14d5,Travel Makeup Organizer,Compact organizer for cosmetics during travel.,25.99,210,Beauty
685e2ba4fc13ae2323fa14d6,Peanut Butter Pretzel Nuggets,Crunchy pretzel nuggets filled with creamy peanut butter.,3.29,111,Food 
685e2ba4fc13ae2323fa14d7,Mini Cordless Vacuum Cleaner,Handheld vacuum cleaner for quick and easy cleaning.,45.99,239,Home Appliances
685e2ba4fc13ae2323fa14d8,Ergonomic Gaming Chair,Comfortable gaming chair for long hours of play.,199.99,448,Gaming
685e2ba4fc13ae2323fa14d9,Chicken Fajita Kit,All ingredients included for delicious chicken fajitas.,8.99,277,Food 
685e2ba4fc13ae2323fa14da,Kids' Gardening Kit,Complete set designed for children to learn gardening.,24.99,39,Toys
685e2ba4fc13ae2323fa14db,Travel Shoe Bags Set,Set of breathable bags for organizing shoes while traveling.,15.99,338,Travel
685e2ba4fc13ae2323fa14dc,Spinach Artichoke Dip,"A delicious creamy dip featuring spinach and artichokes, perfect for parties.",4.99,142,Food 
685e2ba4fc13ae2323fa14dd,Microfiber Cleaning Cloth Set,Assorted cloths for cleaning electronics and delicate surfaces.,9.99,398,Home
685e2ba4fc13ae2323fa14de,Radish Chips,"Crispy baked radish chips, a healthy snack alternative.",2.89,216,Food 
685e2ba4fc13ae2323fa14df,Lemon Garlic Shrimp,"Marinated shrimp in a garlic and lemon sauce, perfect for grilling.",8.99,338,Food 
685e2ba4fc13ae2323fa14e0,Car Sunshade,Windshield sunshade for car interior protection.,19.99,221,Automotive
685e2ba4fc13ae2323fa14e1,Bluetooth Headphones,Noise-cancelling Bluetooth headphones for immersive sound.,79.99,346,Audio
685e2ba4fc13ae2323fa14e2,Microfiber Cleaning Cloth Set,Assorted cloths for cleaning electronics and delicate surfaces.,9.99,243,Home
685e2ba4fc13ae2323fa14e3,Adjustable Stand for Tablets and Smartphones,Multi-angle stand for easy viewing of devices.,19.99,416,Electronics
685e2ba4fc13ae2323fa14e4,Coconut Curry Sauce,A flavorful sauce made with coconut milk and spices.,3.89,329,Food 
685e2ba4fc13ae2323fa14e5,Wireless HDMI Transmitter,Stream HD video wirelessly to your TV.,79.99,441,Electronics
685e2ba4fc13ae2323fa14e6,Digital Meat Thermometer,Instant-read thermometer for precise cooking temperatures.,24.99,326,Kitchen
685e2ba4fc13ae2323fa14e7,Buffalo Chicken Wraps,Savory wraps with buffalo chicken and fresh vegetables.,5.99,169,Food 
685e2ba4fc13ae2323fa14e8,Electric Skillet,Versatile electric skillet for stir-frying and searing.,49.99,463,Kitchen
685e2ba4fc13ae2323fa14e9,Portable Phone Mug Holder,Convenient holder for drinks and phones while driving.,14.99,427,Automotive
685e2ba4fc13ae2323fa14ea,Butternut Squash Ravioli,"Delicate ravioli filled with roasted butternut squash and spices, perfect with a sage butter sauce.",6.29,11,Food 
685e2ba4fc13ae2323fa14eb,Set of Silicone Cooking Utensils,Non-stick utensils for safe and easy cooking.,29.99,383,Kitchen
685e2ba4fc13ae2323fa14ec,Curried Lentil Salad,"A hearty salad with lentils, veggies, and curry dressing.",4.29,102,Food 
685e2ba4fc13ae2323fa14ed,Leather Notebook Cover,Elegant cover that protects your notebook with style.,29.99,142,Office
685e2ba4fc13ae2323fa14ee,Eco-Friendly Yoga Blocks,Sustainable foam blocks for yoga practice.,15.99,433,Fitness
685e2ba4fc13ae2323fa14ef,Bamboo Bathtub Caddy,"Expandable caddy for holding books, phones, and snacks while in the bath.",34.99,343,Home
685e2ba4fc13ae2323fa14f0,Water-Resistant Bluetooth Speaker,Durable speaker designed for outdoor use with water resistance.,59.99,166,Audio
685e2ba4fc13ae2323fa14f1,Honey Almond Granola Bars,Chewy granola bars made with honey and almonds.,3.99,158,Food 
685e2ba4fc13ae2323fa14f2,Vanilla Almond Granola,"Crunchy granola with almonds and a hint of vanilla, perfect for breakfast.",4.29,88,Food 
685e2ba4fc13ae2323fa14f3,Cocoa Powder,Rich cocoa powder for baking and chocolate recipes.,3.99,403,Food 
685e2ba4fc13ae2323fa14f4,Silicone Baking Mats,Reusable silicone mats for non-stick baking.,19.99,76,Kitchen
685e2ba4fc13ae2323fa14f5,Energy Bites,Healthy energy bites made with oats and natural sweeteners.,3.99,99,Food 
685e2ba4fc13ae2323fa14f6,Herb Seasoned Rice,A flavorful rice side dish seasoned with herbs and spices.,2.99,285,Food 
685e2ba4fc13ae2323fa14f7,Electric Griddle with Lid,"Non-stick griddle for pancakes, burgers, and more.",49.99,223,Kitchen
685e2ba4fc13ae2323fa14f8,Electric Toothbrush Holder,Sanitary holder that ensures your toothbrush stays clean.,14.99,493,Health
685e2ba4fc13ae2323fa14f9,Caramel Sauce,Rich sauce for desserts and ice cream.,3.49,488,Food 
685e2ba4fc13ae2323fa14fa,Colorful Post-It Notes Set,Variety pack of sticky notes in different colors and sizes.,9.99,198,Office
685e2ba4fc13ae2323fa14fb,Nutty Trail Mix,"A blend of nuts, seeds, and dried fruits for snacking.",4.29,1,Food 
685e2ba4fc13ae2323fa14fc,Pineapple Coconut Bars,Refreshing dessert bars made with pineapple and coconut.,3.79,316,Food 
685e2ba4fc13ae2323fa14fd,Crispy Tofu Bites,"Crispy on the outside, tender on the inside, perfect for stir-fries or salads.",4.99,448,Food 
685e2ba4fc13ae2323fa14fe,Customizable Name Plate,Personalized nameplate for offices or homes.,19.99,115,Office
685e2ba4fc13ae2323fa14ff,Emergency Preparedness Kit,Complete kit for emergency situations including food and water.,99.99,118,Safety
685e2ba4fc13ae2323fa1500,Wireless HDMI Receiver,Stream HD video wirelessly from devices to TV.,49.99,33,Electronics
685e2ba4fc13ae2323fa1501,Cooking Utensil Set,Complete set of cooking utensils made from bamboo.,24.99,273,Kitchen
685e2ba4fc13ae2323fa1502,Fruit and Nut Medley,A healthy mix of assorted dried fruits and nuts for snacking.,5.99,196,Food 
685e2ba4fc13ae2323fa1503,Truffle Parmesan Fries,"Crispy fries tossed in truffle oil and parmesan, a gourmet snack.",4.99,449,Food 
685e2ba4fc13ae2323fa1504,Classic Chicken Noodle Soup,A comforting soup filled with chicken and noodles in broth.,3.49,56,Food 
685e2ba4fc13ae2323fa1505,Portable UV Sterilizer,Compact sterilizer for disinfecting small items.,19.99,213,Health
685e2ba4fc13ae2323fa1506,Terry Cloth Robe,"Soft and comfortable robe, perfect for lounging at home.",59.99,492,Clothing 
685e2ba4fc13ae2323fa1507,Whole Roasted Chicken,"Seasoned and roasted to perfection, ready to eat.",9.99,116,Food 
685e2ba4fc13ae2323fa1508,Fleece Throw Blanket,"Super soft fleece blanket, perfect for coziness.",29.99,154,Home
685e2ba4fc13ae2323fa1509,Sourdough Bread,Artisan-made sourdough bread with a tangy flavor.,4.99,399,Food 
685e2ba4fc13ae2323fa150a,Classic Leather Wallet,A sleek leather wallet that combines style and functionality.,34.99,483,Clothing 
685e2ba4fc13ae2323fa150b,Chickpea Salad Deluxe,"Chickpeas mixed with fresh vegetables and herbs, a nutritious snack or salad.",4.29,284,Food 
685e2ba4fc13ae2323fa150c,Pumpkin Waffles,Delicious waffles infused with pumpkin and spices.,4.49,38,Food 
685e2ba4fc13ae2323fa150d,Pet Travel Backpack Carrier,Comfortable carry for pets while hiking or traveling.,49.99,238,Pets
685e2ba4fc13ae2323fa150e,Organic Cereal Bars,Healthy snack bars packed with oats and fruit.,4.29,29,Food 
685e2ba4fc13ae2323fa150f,Over-The-Door Shoe Organizer,Space-saving shoe organizer for tight spaces.,25.99,375,Home
685e2ba4fc13ae2323fa1510,Chocolate Coconut Protein Balls,No-bake protein balls with chocolate and coconut flavors.,2.99,251,Food 
685e2ba4fc13ae2323fa1511,Electric Skillet,Versatile electric skillet for stir-frying and searing.,49.99,311,Kitchen
685e2ba4fc13ae2323fa1512,Self-Cleaning Water Bottle,Water bottle with built-in UV-C light for self-cleaning.,49.99,413,Fitness
685e2ba4fc13ae2323fa1513,Golf Polo Shirt,Breathable polo shirt designed for both style and comfort on the greens.,39.99,374,Clothing 
685e2ba4fc13ae2323fa1514,Coffee Capsule Dispenser,Organize coffee capsules with this stylish dispenser.,24.99,123,Kitchen
685e2ba4fc13ae2323fa1515,Dark Chocolate Raisins,Juicy raisins coated in rich dark chocolate.,3.49,268,Food 
685e2ba4fc13ae2323fa1516,Canned Sardines,Savory sardines packed in olive oil.,3.29,333,Food 
685e2ba4fc13ae2323fa1517,Baby Monitor,Video baby monitor with night vision.,79.99,97,Baby
685e2ba4fc13ae2323fa1518,Smart Air Purifier,Filters allergens and pollutants from the air for a healthier home.,199.99,404,Home
685e2ba4fc13ae2323fa1519,Classic Black Dress,A versatile black dress that can be styled for any occasion.,79.99,130,Clothing 
685e2ba4fc13ae2323fa151a,Fettuccine Alfredo Dinner Kit,Easy meal kit for creamy fettuccine Alfredo.,5.49,137,Food 
685e2ba4fc13ae2323fa151b,Sesame Noodles,"Chilled noodles dressed in sesame sauce, ready to eat.",5.99,246,Food 
685e2ba4fc13ae2323fa151c,Classic Black Trousers,Timeless black trousers for a smart and sophisticated look.,54.99,140,Clothing 
685e2ba4fc13ae2323fa151d,Salsa Verde,"Tangy green salsa made with tomatillos, perfect for tacos.",3.49,456,Food 
685e2ba4fc13ae2323fa151e,Kitchen Scale,Digital scale for precise cooking measurements.,19.99,59,Kitchen
685e2ba4fc13ae2323fa151f,Carrot and Celery Sticks,Fresh pre-cut carrot and celery sticks for easy snacking.,2.99,131,Food 
685e2ba4fc13ae2323fa1520,Balsamic Glaze,Sweet and tangy balsamic reduction for drizzling.,4.79,215,Food 
685e2ba4fc13ae2323fa1521,Kids' Craft Supplies Set,Variety pack of craft supplies for kids' projects.,24.99,117,Toys
685e2ba4fc13ae2323fa1522,Whole Wheat Bread,"Freshly baked whole wheat bread, rich in fiber.",2.49,398,Food 
685e2ba4fc13ae2323fa1523,Lemon Pepper Seasoning,A zesty seasoning for meats and vegetables,3.29,58,Food 
685e2ba4fc13ae2323fa1524,Lemon Garlic Shrimp,"Marinated shrimp in a garlic and lemon sauce, perfect for grilling.",8.99,402,Food 
685e2ba4fc13ae2323fa1525,Peach Halves (canned),"Sweet peach halves packed in juice, great for desserts.",2.49,143,Food 
685e2ba4fc13ae2323fa1526,Grapes (red),"Fresh seedless red grapes, perfect for snacking.",3.49,29,Food 
685e2ba4fc13ae2323fa1527,Asian Stir-Fry Kit,Prepped vegetables and sauces for a quick Asian stir-fry meal.,5.49,360,Food 
685e2ba4fc13ae2323fa1528,Indestructible Dog Toy,Durable toy designed for heavy chewers.,15.99,197,Pets
685e2ba4fc13ae2323fa1529,Reflective Safety Vest,Bright safety vest for outdoor visibility during any activity.,19.99,409,Safety
685e2ba4fc13ae2323fa152a,Picnic Blanket,Waterproof picnic blanket for outdoor fun.,29.99,145,Outdoor
685e2ba4fc13ae2323fa152b,Under Desk Footrest,Adjustable footrest for improved comfort while sitting.,29.99,460,Office
685e2ba4fc13ae2323fa152c,Carrot Sticks,"Freshly cut carrot sticks, perfect for snacking.",2.49,229,Food 
685e2ba4fc13ae2323fa152d,Vegetarian Chili,"Hearty chili made with beans and vegetables, a savory meal option.",3.99,451,Food 
685e2ba4fc13ae2323fa152e,Margherita Pizza,"A frozen pizza topped with fresh mozzarella, tomatoes, and basil.",7.99,457,Food 
685e2ba4fc13ae2323fa152f,Artisan Bread Loaf,"Fresh artisan bread, perfect for sandwiches",3.99,46,Food 
685e2ba4fc13ae2323fa1530,Dog Walking Waist Pack,Hands-free waist pack for carrying essentials while walking your dog.,19.99,19,Pets
685e2ba4fc13ae2323fa1531,Pet Activity Tracker,GPS collar that monitors your pet's location and activity level.,59.99,206,Pets
685e2ba4fc13ae2323fa1532,Frozen Mixed Berries,"A mix of strawberries, blueberries, and raspberries.",5.99,256,Food 
685e2ba4fc13ae2323fa1533,Compressible Packing Cubes,Organizational cubes for easy packing and travel.,29.99,40,Travel
685e2ba4fc13ae2323fa1534,Rice Noodles,"Thin rice noodles, ideal for stir-fries and soups.",3.49,148,Food 
685e2ba4fc13ae2323fa1535,Personal Security Alarm Keychain,Handy keychain that emits a loud alarm for personal safety.,10.99,2,Safety
685e2ba4fc13ae2323fa1536,Travel Pillow,Memory foam travel pillow for neck support.,22.99,98,Travel
685e2ba4fc13ae2323fa1537,Coconut Curry Lentils,Lentils cooked in a coconut curry for a hearty meal.,5.79,60,Food 
685e2ba4fc13ae2323fa1538,Buffalo Chicken Wraps,Savory wraps with buffalo chicken and fresh vegetables.,5.99,111,Food 
685e2ba4fc13ae2323fa1539,Pet Carrier Backpack,Comfortable and breathable backpack for carrying small pets.,39.99,134,Pets
685e2ba4fc13ae2323fa153a,Mango Sticky Rice Dessert,Sweetened sticky rice served with fresh mango and coconut sauce.,4.5,26,Food 
685e2ba4fc13ae2323fa153b,Vegetable Potstickers,"Delicious vegetable dumplings, perfect for steaming or frying.",5.99,217,Food 
685e2ba4fc13ae2323fa153c,Snack Container Set,Stackable containers for organizing snacks and treats.,19.99,469,Kitchen
685e2ba4fc13ae2323fa153d,Ice Pack,Reusable gel ice pack for injuries and cooling.,8.99,384,Health
685e2ba4fc13ae2323fa153e,Raspberry Lemonade Mix,"A refreshing drink mix that combines sweet raspberries and tart lemons, perfect for summer.",3.99,67,Food 
685e2ba4fc13ae2323fa153f,Luxury Bath Salts,Scented bath salts for relaxation and self-care.,19.99,459,Beauty
685e2ba4fc13ae2323fa1540,Compact Hair Dryer,Lightweight hair dryer with multiple speed settings.,29.99,171,Beauty
685e2ba4fc13ae2323fa1541,Mini Hand Gesture Drone,Toy drone that flies with gestures and is easy to control.,29.99,479,Toys
685e2ba4fc13ae2323fa1542,Italian Sausage Links,Savory sausage links seasoned with Italian spices.,5.99,72,Food 
685e2ba4fc13ae2323fa1543,Multi-Port USB Hub,USB hub for expanding ports on computers and laptops.,19.99,306,Electronics
685e2ba4fc13ae2323fa1544,Leather Biker Jacket,Stylish black leather jacket featuring a zip-up front and multiple pockets.,129.99,278,Clothing 
685e2ba4fc13ae2323fa1545,Almond Quinoa Salad,"Healthy salad made with quinoa, almonds, and mixed greens, perfect for a light meal.",5.99,455,Food 
685e2ba4fc13ae2323fa1546,Baby Monitor,Video baby monitor with night vision.,79.99,468,Baby
685e2ba4fc13ae2323fa1547,Dog Frisbee Toy,Durable and soft frisbee designed for dogs to play with.,10.99,89,Pets
685e2ba4fc13ae2323fa1548,Organic Quinoa Salad,A refreshing salad made with quinoa and seasonal veggies.,5.99,244,Food 
685e2ba4fc13ae2323fa1549,Sous Vide Cooker,Precision cooker for perfect sous vide cooking.,79.99,80,Kitchen
685e2ba4fc13ae2323fa154a,Dark Chocolate Raisins,Juicy raisins coated in rich dark chocolate.,3.49,258,Food 
685e2ba4fc13ae2323fa154b,Tactical Backpack,Durable and versatile backpack for outdoor and travel use.,59.99,57,Outdoor
685e2ba4fc13ae2323fa154c,Chickpea Pancakes,"Savory pancakes made with chickpea flour, high in protein.",4.99,277,Food 
685e2ba4fc13ae2323fa154d,Indestructible Dog Toy,Durable toy designed for heavy chewers.,15.99,369,Pets
685e2ba4fc13ae2323fa154e,Memory Card,64GB SD memory card for cameras and devices.,15.99,47,Storage
685e2ba4fc13ae2323fa154f,Jasmine Rice,"Fragrant jasmine rice, perfect as a side dish.",2.39,261,Food 
685e2ba4fc13ae2323fa1550,Electric Rice Cooker with Steamer,Cook rice and steam vegetables simultaneously for healthy meals.,49.99,129,Kitchen
685e2ba4fc13ae2323fa1551,Popcorn Chicken,"Crispy chicken bites, perfect for dipping.",6.49,36,Food 
685e2ba4fc13ae2323fa1552,Vegan chocolate chip cookies,"Delicious soft cookies, dairy-free and egg-free, perfect for treats.",4.79,395,Food 
685e2ba4fc13ae2323fa1553,Dog Collar,Adjustable dog collar with personalized tags.,15.99,401,Pets
685e2ba4fc13ae2323fa1554,Almond Coconut Granola,Crunchy granola with almonds and coconut.,3.99,255,Food 
685e2ba4fc13ae2323fa1555,Safety Goggles,Protective goggles for DIY and construction work.,14.99,43,Safety
685e2ba4fc13ae2323fa1556,Marinara Parmesan Baked Ziti,Ziti pasta baked with marinara and parmesan cheese,8.49,196,Food 
685e2ba4fc13ae2323fa1557,Salt and Pepper Grinder Set,Adjustable grinders for fresh spices at the table.,19.99,442,Kitchen
685e2ba4fc13ae2323fa1558,Decorative LED Neon Sign,"Bright, vibrant sign to add flair to any space.",45.99,5,Home
685e2ba4fc13ae2323fa1559,Baked Potato Chips,"Light and crispy baked chips, a healthier snack option.",2.49,304,Food 
685e2ba4fc13ae2323fa155a,Savory Quinoa Pudding,"A delicious savory quinoa pudding, great as a side dish.",2.99,295,Food 
685e2ba4fc13ae2323fa155b,Thai Red Curry Paste,Spicy and flavorful curry paste for authentic Thai dishes.,3.99,415,Food 
685e2ba4fc13ae2323fa155c,Zucchini,"Fresh zucchini, versatile for grilling or sautéing.",0.79,93,Food 
685e2ba4fc13ae2323fa155d,Car Vacuum,Portable car vacuum cleaner with strong suction.,49.99,85,Automotive
685e2ba4fc13ae2323fa155e,Vegetable and Cheese Quesadillas,Flour tortilla filled with cheese and a medley of vegetables.,6.99,189,Food 
685e2ba4fc13ae2323fa155f,Interactive Robot Toy,Fun robot that engages kids with games and activities.,34.99,493,Toys
685e2ba4fc13ae2323fa1560,Electric Rice Cooker,Multi-function rice cooker for all types of rice recipes.,39.99,465,Kitchen
685e2ba4fc13ae2323fa1561,Maple Cinnamon Almonds,Roasted almonds coated in a sweet maple and cinnamon mixture.,4.29,70,Food 
685e2ba4fc13ae2323fa1562,Silicone Cooking Utensils Set,Non-stick and heat-resistant utensils for cooking.,34.99,254,Kitchen
